id,component_id,component_code,vessel_code,job_id,job_code,work_order_id,work_order_no,job_title,maintenance_type,date_completed,running_hours_at_completion,performed_by,approved_by,approval_date,status,work_description,spares_used,remarks,is_component_replaced,created_at
1101,COMP-1768374768227-7efnvx4gv,651.002.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697692-acj96mboz,MKR-IN-00080,WO-1770978832259-aoi7tt8sn,MKR-IN-00080-651.002.03-2023-520,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-09-15,,4th Engineer,,2023-09-16,Approved,,,Required spare parts replaced during AE Cylinder Covers with Valves Inspection - 1M. Old parts retained for inspection.,f,2026-02-18 04:41:19.543811
1100,COMP-1768374768397-fsuqiu5w9,652.020.04,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698192-748wekule,MKR-IN-00017,WO-1770978832255-6ubql5eq7,MKR-IN-00017-652.020.04-2023-100,"DG Cylinder Liner, Visual Check - 2Y/8000H",Maintenance,2023-09-07,,Chief Engineer,,2023-09-08,Approved,,,"Checks completed as per manufacturer guidelines for DG Cylinder Liner, Visual Check - 2Y/8000H. Next service due as scheduled.",f,2026-02-18 04:41:19.539424
1099,COMP-1768374768239-6wbm7nkr9,651.003.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697715-p7a1yt6pq,MKR-IN-00085,WO-1770967515004-tqn2cdc3o,WO-651.003.01-2023-323,AE Cylinder Liner Inspection - 1M,Servicing,2023-09-02,,3rd Engineer,,2023-09-03,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",,Required spare parts replaced during AE Cylinder Liner Inspection - 1M. Old parts retained for inspection.,f,2026-02-18 04:41:19.534771
1098,COMP-1768374767933-vto5y1uh1,285.001.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696851-ndejb6eas,MKR-IN-00072,WO-1770978832255-09nxtf8dz,MKR-IN-00072-285.001.05-2023-205,Ballast Tanks Inspection - 1M,Maintenance,2023-09-10,,2nd Engineer,,2023-09-13,Approved,,,Work on Ballast Tanks Inspection - 1M delayed due to operational requirements. Completed during next available window.,f,2026-02-18 04:41:19.530784
1097,COMP-1768374768134-1plkxrd1k,601.004.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697375-cr8tdi34d,MKR-IN-00063,WO-1770978832256-mcitjs83i,MKR-IN-00063-601.004.03-2023-329,"ME Piston And Rings, Inspection - 500H",Maintenance,2023-09-02,,Chief Engineer,,2023-09-05,Approved,,,Additional findings noted - recommend follow-up inspection during next scheduled maintenance.,f,2026-02-18 04:41:19.398468
1096,COMP-1768374768146-20m0kzu7m,601.005.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697413-w7rik62pb,MKR-IN-00076,WO-1770978832258-9mcfgtv1w,MKR-IN-00076-601.005.01-2023-387,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",Maintenance,2023-09-16,,Chief Engineer,,2023-09-17,Approved,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:19.394286
1095,COMP-1768374768443-sj0hmblft,653.003.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698327-s9rfxwr8p,MKR-IN-00085,WO-1770967515004-xtn9g3u5n,WO-653.003.06-2023-359,AE Cylinder Liner Inspection - 1M,Servicing,2023-09-08,,3rd Engineer,,2023-09-11,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",,Work delayed due to weather/operational constraints. Completed during port stay.,f,2026-02-18 04:41:19.39028
1094,COMP-1768374768446-2wxksrfr6,653.004.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698333-dlnnycdn6,MKR-OV-00025,WO-1770978832255-qomunv8kn,MKR-OV-00025-653.004.01-2023-111,AE Pistons and Connecting Rods Overhaul - 4000H,Maintenance,2023-09-13,,Chief Engineer,,2023-09-14,Approved,,,Equipment tested satisfactorily after completion of AE Pistons and Connecting Rods Overhaul - 4000H. No issues found.,f,2026-02-18 04:41:19.386068
1093,COMP-1768374768425-t4r1zyc5s,653.002.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698290-0bv6y98vq,MKR-IN-00080,WO-1770967515018-3vcu0hq3t,UWO-653.002.06-2023-767,AE3 Cylinder Covers W/Valves No.06 - Bearing Overheating - Emergency Maintenance,Servicing,2023-09-08,,Chief Engineer,,2023-09-10,Approved,Bearing temperature rising above normal. Emergency maintenance carried out.,,Minor adjustments carried out during AE3 Cylinder Covers W/Valves No.06 - Bearing Overheating - Emergency Maintenance. Performance within acceptable parameters.,f,2026-02-18 04:41:19.382299
1092,COMP-1768374768319-j4kgq3mjf,652.002.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698020-wikm0w4cg,MKR-IN-00080,WO-1770978832260-c9ockvjk7,MKR-IN-00080-652.002.02-2023-608,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-09-08,,Chief Engineer,,2023-09-10,Approved,,,Additional findings noted - recommend follow-up inspection during next scheduled maintenance.,f,2026-02-18 04:41:19.378117
1091,COMP-1768374767967-jb4k6wuji,554.003.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697044-c0vvqlmi8,MKR-IN-00050,WO-1770978832254-nycfzu017,MKR-IN-00050-554.003.02-2023-004,"Provision Ref. Compressors, Inspection - 15000H",Maintenance,2023-09-08,,2nd Engineer,,2023-09-09,Approved,,,"Checks completed as per manufacturer guidelines for Provision Ref. Compressors, Inspection - 15000H. Next service due as scheduled.",f,2026-02-18 04:41:19.37414
1090,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-wkaglde2r,WO-702.005.02-2023-190,"Purifier, Routine - 1W",Servicing,2023-09-12,,3rd Engineer,,2023-09-15,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,"Checks completed as per manufacturer guidelines for Purifier, Routine - 1W. Next service due as scheduled.",f,2026-02-18 04:41:19.370694
1089,COMP-1768374767787-1rtrrqq22,721.003,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698895-78hi7zx4y,MKR-IN-00061,WO-1770967515018-w25b2at47,UWO-721.003-2023-664,Aux. Sw Cooling Pumps - Sensor Failure - Replacement,Servicing,2023-09-27,,3rd Engineer,,2023-09-29,Approved,Temperature/pressure sensor giving erratic readings. Replaced sensor.,,Small adjustments made to operating parameters. Equipment performance satisfactory.,f,2026-02-18 04:41:19.366265
1088,COMP-1768374767936-bgz64dkel,285.001.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696857-ts9yqo7ko,MKR-IN-00072,WO-1770978832255-xl4cendz5,MKR-IN-00072-285.001.06-2023-210,Ballast Tanks Inspection - 1M,Maintenance,2023-09-16,,2nd Engineer,,2023-09-18,Approved,,,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:19.361831
1087,COMP-1768374768365-hss0acuga,652.004.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698110-ladmbrziu,MKR-OV-00025,WO-1770978832254-6vl8evg33,MKR-OV-00025-652.004.06-2023-082,AE Pistons and Connecting Rods Overhaul - 4000H,Maintenance,2023-09-18,,2nd Engineer,,2023-09-20,Approved,,,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:19.35792
1086,COMP-1768374768339-pzyj156x4,652.003.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698065-nln0wy605,MKR-IN-00085,WO-1770978832260-u3cpsy5j6,MKR-IN-00085-652.003.03-2023-653,AE Cylinder Liner Inspection - 1M,Maintenance,2023-09-13,,Chief Engineer,,2023-09-16,Approved,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,f,2026-02-18 04:41:19.353173
1085,COMP-1768374768189-h7fnil0cx,601.026.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697520-6rw5rxlia,MKR-SE-00020,WO-1770967515019-qs4pkurww,UWO-601.026.02-2023-863,ME Hp Fuel Pumps No.02 - Hydraulic System Pressure Drop,Servicing,2023-09-14,,2nd Engineer,,2023-09-17,Approved,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,,Spare parts replaced as listed. Old parts retained for inspection/disposal.,f,2026-02-18 04:41:19.349264
1084,COMP-1768374767981-uq74gcyyp,601.002.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697080-i4we3na15,MKR-IN-00075,WO-1770978832256-7onrvhit8,MKR-IN-00075-601.002.02-2023-280,Main Engine – Cylinder Covers with Valves Inspection - 4000H,Maintenance,2023-09-18,,4th Engineer,,2023-09-19,Approved,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,f,2026-02-18 04:41:19.345461
1083,COMP-1768374768322-cql2bkhkd,652.002.03,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698027-asejgfpbd,MKR-IN-00080,WO-1770978832260-0gbahmq4s,MKR-IN-00080-652.002.03-2023-628,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-09-18,,Electrican,,2023-09-20,Approved,,,Equipment tested satisfactorily after completion of AE Cylinder Covers with Valves Inspection - 1M. No issues found.,f,2026-02-18 04:41:19.341769
1082,COMP-1768374768388-007k90ags,652.020.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698165-lh44fjykz,MKR-IN-00018,WO-1770978832255-2q2e2749i,MKR-IN-00018-652.020.01-2023-093,"DG Cylinder Liner Water Jacket Parts, Cleaning - 5Y/16000H",Maintenance,2023-09-26,,Chief Engineer,,2023-09-29,Approved,,,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:19.338019
1081,COMP-1768374768388-007k90ags,652.020.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698160-xbo6vxclj,MKR-IN-00017,WO-1770967515018-c9xj0htea,UWO-652.020.01-2023-658,AE2 Crankcase Doors W/Safety Valve No.01 - Electrical Fault - Motor Trip,Servicing,2023-09-22,,2nd Engineer,,2023-09-25,Approved,Motor tripped on overload. Investigated and rectified fault.,,Equipment tested satisfactorily after maintenance. No issues found.,f,2026-02-18 04:41:19.334013
1080,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-upghn4kuj,WO-702.005.02-2023-191,"Purifier, Routine - 1W",Servicing,2023-09-19,,3rd Engineer,,2023-09-21,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,"Work on Purifier, Routine - 1W delayed due to operational requirements. Completed during next available window.",f,2026-02-18 04:41:19.330263
1079,COMP-1768374768143-4kulzp9vp,601.004.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697407-3iv0aw13h,MKR-IN-00063,WO-1770978832258-chsfnzolx,MKR-IN-00063-601.004.06-2023-373,"ME Piston And Rings, Inspection - 500H",Maintenance,2023-09-29,,Chief Engineer,,2023-10-01,Approved,,,"Equipment tested satisfactorily after completion of ME Piston And Rings, Inspection - 500H. No issues found.",f,2026-02-18 04:41:19.327167
1078,COMP-1768374767848-yixi06ueq,651.001,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697672-h1dlcsu94,MKR-IN-00014,WO-1770967515017-2vc4bizzg,UWO-651.001-2023-504,"Aux. Diesel Generator Aggregates, Complete No.01 - Electrical Fault - Motor Trip",Servicing,2023-09-20,,4th Engineer,,2023-09-21,Approved,Motor tripped on overload. Investigated and rectified fault.,,"Additional observations during Aux. Diesel Generator Aggregates, Complete No.01 - Electrical Fault - Motor Trip - recommend follow-up at next scheduled interval.",f,2026-02-18 04:41:19.323574
1077,COMP-1768374767845-490ayszf9,601.064,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697624-8syczggwk,MKR-IN-00065,WO-1770978832254-v5mb5ri48,MKR-IN-00065-601.064-2023-014,"ME Turning Gear V-belt, Inspection - 2000H",Maintenance,2023-09-24,,4th Engineer,,2023-09-25,Approved,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,f,2026-02-18 04:41:19.319572
1076,COMP-1768374767863-71ynjfqzw,652.001,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698005-1lf3yhs0u,MKR-IN-00014,WO-1770967515018-v01dwbbe6,UWO-652.001-2023-803,"Aux. Diesel Generator Aggregates, Complete No.02 - Valve Leakage - Immediate Repair",Servicing,2023-09-21,,4th Engineer,,2023-09-23,Approved,Valve found leaking during rounds. Repacked gland and replaced gasket.,,"Work on Aux. Diesel Generator Aggregates, Complete No.02 - Valve Leakage - Immediate Repair delayed due to operational requirements. Completed during next available window.",f,2026-02-18 04:41:19.31583
1075,COMP-1768374767910-h2nui498v,278.010.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768374783248-r2uv8ufaf,MKR-IN-00071,WO-1770978832255-mr1oywuh9,MKR-IN-00071-278.010.01-2023-165,"Impressed Current Cathodic Protection (ICCP), Inspection - 1M",Maintenance,2023-09-28,,Chief Engineer,,2023-09-29,Approved,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,f,2026-02-18 04:41:19.311698
1074,COMP-1768374767706-woxnir4nh,403.006,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696911-41bkyflww,MKR-IN-00044,WO-1770967515017-ppbtxqnbs,UWO-403.006-2023-590,Hydr. Oil Pumps - Filter Blockage - Emergency Cleaning,Servicing,2023-09-29,,2nd Engineer,,2023-10-01,Approved,Filter differential pressure high. Emergency cleaning/replacement carried out.,,Work on Hydr. Oil Pumps - Filter Blockage - Emergency Cleaning delayed due to operational requirements. Completed during next available window.,f,2026-02-18 04:41:19.307957
1073,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-7cjq3rngb,WO-702.005.02-2023-192,"Purifier, Routine - 1W",Servicing,2023-09-22,,3rd Engineer,,2023-09-25,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,"Work on Purifier, Routine - 1W delayed due to operational requirements. Completed during next available window.",f,2026-02-18 04:41:19.302846
1072,COMP-1768374768236-120so6zd8,651.002.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697709-kfxro24s3,MKR-IN-00080,WO-1770978832259-9vxjbzyuz,MKR-IN-00080-651.002.06-2023-549,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-10-13,,4th Engineer,,2023-10-16,Approved,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:19.295802
1071,COMP-1768374767950-2ln09g0jp,285.001.10,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696881-rh3q9wjwg,MKR-IN-00072,WO-1770978832256-8crmg3v55,MKR-IN-00072-285.001.10-2023-258,Ballast Tanks Inspection - 1M,Maintenance,2023-10-02,,2nd Engineer,,2023-10-04,Approved,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,f,2026-02-18 04:41:19.291727
1070,COMP-1768374768410-eurzscqdj,653.002.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698254-e7d6bn0wz,MKR-IN-00080,WO-1770978832260-q7uqbdxvw,MKR-IN-00080-653.002.01-2023-684,AE Cylinder Covers with Valves Inspection - 1M,Maintenance,2023-10-15,,Chief Engineer,,2023-10-18,Approved,,,Equipment tested satisfactorily after completion of AE Cylinder Covers with Valves Inspection - 1M. No issues found.,f,2026-02-18 04:41:19.287243
1069,COMP-1768374767834-dbncpiany,601.053,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697585-z6leju6xr,MKR-IN-00066,WO-1770967515015-904x4gd60,WO-601.053-2023-427,"ME Turbocharger Turbine, Cleaning - 500H",Servicing,2023-09-29,,2nd Engineer,,2023-10-02,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 196, 171, 172
Job Reference: Group No. 400
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Cleaning of turbine side of turbocharger to be carried out (vegetal solid cleaning).",,"Minor adjustments carried out during ME Turbocharger Turbine, Cleaning - 500H. Performance within acceptable parameters.",f,2026-02-18 04:41:19.282887
1068,COMP-1768374768216-m2muvqs0s,601.066.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697655-5q8kd9vp1,MKR-IN-00079,WO-1770978832259-yjqnzhi08,MKR-IN-00079-601.066.05-2023-476,Main Engine – Indicator Valves & Indicators Inspection - 1M,Maintenance,2023-10-10,,4th Engineer,,2023-10-12,Approved,,,Equipment tested satisfactorily after completion of Main Engine – Indicator Valves & Indicators Inspection - 1M. No issues found.,f,2026-02-18 04:41:19.277742
1067,COMP-1768374768143-4kulzp9vp,601.004.06,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697407-3iv0aw13h,MKR-IN-00063,WO-1770978832258-77ygthoud,MKR-IN-00063-601.004.06-2023-377,"ME Piston And Rings, Inspection - 500H",Maintenance,2023-10-15,,2nd Engineer,,2023-10-16,Approved,,,Equipment tested satisfactorily after maintenance. No issues found.,f,2026-02-18 04:41:19.27286
1066,COMP-1768374768157-suzt374w7,601.005.05,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697435-jappx7g00,MKR-IN-00076,WO-1770978832258-3fqk6m0iu,MKR-IN-00076-601.005.05-2023-414,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",Maintenance,2023-09-30,,4th Engineer,,2023-10-01,Approved,,,Consumable parts replaced as per maintenance plan. Used parts stored for disposal.,f,2026-02-18 04:41:19.269023
1065,COMP-1768374767812-t7u0ew84e,501.002,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697009-atjcavi6y,MKR-IN-00073,WO-1770978832256-iymrbiqs9,MKR-IN-00073-501.002-2023-273,Covered (Totally Enclosed) Lifeboats Inspection - 1M,Maintenance,2023-10-16,,4th Engineer,,2023-10-17,Approved,,,Additional findings noted - recommend follow-up inspection during next scheduled maintenance.,f,2026-02-18 04:41:19.264006
1064,COMP-1768374767875-8i4qk5eoo,652.053,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698242-e86yamo00,MKR-OV-00027,WO-1770978832260-8lugm53ma,MKR-OV-00027-652.053-2023-674,AE Turbocharger Overhaul - 8000H,Maintenance,2023-10-11,,Electrican,,2023-10-12,Approved,,,Equipment tested satisfactorily after completion of AE Turbocharger Overhaul - 8000H. No issues found.,f,2026-02-18 04:41:19.259074
1063,COMP-1768374768239-6wbm7nkr9,651.003.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697715-p7a1yt6pq,MKR-IN-00085,WO-1770967515004-ziyfyx1r0,WO-651.003.01-2023-324,AE Cylinder Liner Inspection - 1M,Servicing,2023-10-04,,3rd Engineer,,2023-10-07,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:19.25427
1062,COMP-1768374767619-k2joo21sq,41,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375696923-b1p23n9g6,MKR-IN-00045,WO-1770967515017-t2cqiysyj,UWO-41-2023-567,NAVIGATION & SEARCHING EQUIPMENT - Bearing Overheating - Emergency Maintenance,Servicing,2023-09-29,,2nd Engineer,,2023-10-02,Approved,Bearing temperature rising above normal. Emergency maintenance carried out.,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:19.249864
1061,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-akqknxlt9,WO-702.005.02-2023-193,"Purifier, Routine - 1W",Servicing,2023-10-18,,3rd Engineer,,2023-10-20,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,f,2026-02-18 04:41:19.245616
1060,COMP-1768374768295-h5e40ctza,651.020.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375697820-rz0yqv3qm,MKR-IN-00017,WO-1770967515017-rtigykmsr,UWO-651.020.01-2023-598,AE1 Crankcase Doors W/Safety Valve No.01 - Hydraulic System Pressure Drop,Servicing,2023-10-04,,4th Engineer,,2023-10-06,Approved,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,,Equipment tested satisfactorily after maintenance. No issues found.,f,2026-02-18 04:41:19.241371
1059,COMP-1768374768410-eurzscqdj,653.002.01,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698254-e7d6bn0wz,MKR-IN-00080,WO-1770967515017-dty45nbjw,UWO-653.002.01-2023-505,AE3 Cylinder Covers W/Valves No.01 - Hydraulic System Pressure Drop,Servicing,2023-11-01,,Chief Engineer,,2023-11-03,Approved,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,,Minor adjustments carried out during AE3 Cylinder Covers W/Valves No.01 - Hydraulic System Pressure Drop. Performance within acceptable parameters.,f,2026-02-18 04:41:19.23679
1058,COMP-1768374768511-709kv1bk1,702.005.02,7440571a-841a-11ed-aa7c-7003bca91a86,JOB-1768375698538-eaypatso8,MKR-IN-00054,WO-1770967515004-h1gxqcw2y,WO-702.005.02-2023-194,"Purifier, Routine - 1W",Servicing,2023-10-07,,3rd Engineer,,2023-10-09,Approved,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",,Minor adjustments made. Equipment performance within acceptable parameters.,f,2026-02-18 04:41:19.232697
