id,vessel_id,component,component_code,job_id,work_order_no,work_order_type,template_code,execution_id,job_title,assigned_to,due_date,status,date_completed,submitted_date,task_type,maintenance_type,maintenance_basis,frequency_value,frequency_unit,approver_remarks,is_execution,template_id,approver,approval_date,rejection_date,next_due_date,next_due_reading,current_reading,class_related,job_priority,brief_work_description,data_scope,fleet_equipment_code,fleet_job_code,job_group,job_category,sfi_code,maintenance_interval_value,maintenance_interval_unit,interval_running_hour,department,criticality,is_active,scope_notes,postponement_end_date,postponement_reason,postponement_authorized_by,on_demand_reason,risk_assessment_status,safety_checklists_status,operational_forms_status,start_date_time,completion_date_time,execution_assigned_to,performed_by,no_of_persons,total_time_hours,manhours,work_carried_out,job_experience_notes,previous_reading,running_hours,running_hours_difference,reading_date,wo_execution_id,remarks,completion_remarks,rejection_comments,approval_action,driver_type,created_at,updated_at,was_rejected
WO-1770967515003-v1yoh70ji,7440571a-841a-11ed-aa7c-7003bca91a86,"Emergency generator aggregates, complete",665.001,JOB-1768375698494-0937c543w,WO-665.001-2026-104,Planned,,,Emergency Generator Routine Inspection - 1M,3rd Engineer,20-Jan-2026,Completed,2026-01-18T00:00:00.000Z,,,Inspection,Calendar,1,Years,,f,,Chief Engineer,19-Jan-2026,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Engine Inspection

Inspect EG engine for oil, fuel, and coolant leaks.

Check engine mounts, bedplate, and exhaust system for security and integrity.

Inspect cylinder covers, fuel injectors, and air intake for cleanliness and proper function.

2. Lubrication & Cooling System

Check lube oil level and quality; replace oil if due.

Inspect and replace LO filters if required.

Check coolant level, condition, and circulation; replace coolant if required.

Inspect hoses, connections, and pumps for leaks or wear.",vessel,,,,,,,,,Engine,,t,,,,,,,,,18-Jan-2026,18-Jan-2026,,3rd Engineer,3,0.6,0.5,"Carried out Emergency Generator Routine Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,Routine check completed. Equipment in satisfactory condition.,,Approved,calendar,2026-01-07 00:00:00,2026-01-18 00:00:00,f
WO-1770967515003-v088psj0p,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder liners No.04,652.003.04,JOB-1768375698069-j6vg6yyo2,WO-652.003.04-2026-081,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,14-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,27-Feb-2026,Awaiting management authorization for major overhaul,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-07 00:00:00,2026-02-13 10:43:47.340798,f
WO-1770967515018-mi122oj9q,7440571a-841a-11ed-aa7c-7003bca91a86,"AE2 Main Bearings, Journals No.07",652.007.07,JOB-1768375698148-z3g5hrmm4,UWO-652.007.07-2026-682,Unplanned,,,"AE2 Main Bearings, Journals No.07 - Bearing Overheating - Emergency Maintenance",Chief Engineer,18-Jan-2026,Completed,2026-01-18T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,20-Jan-2026,,,,,,High,Bearing temperature rising above normal. Emergency maintenance carried out.,vessel,,,,,,,,,Engine,,t,,,,,,,,,16-Jan-2026,18-Jan-2026,,Chief Engineer,2,7.6,8.7,"Performed AE2 Main Bearings, Journals No.07 - Bearing Overheating - Emergency Maintenance. Carried out all scheduled maintenance tasks as per PMS procedure. Changed oils and filters where required. Checked and adjusted all settings. Tested equipment operation after service.",,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Calibration carried out. All readings within acceptable range.,,Approved,,2026-01-07 00:00:00,2026-01-18 00:00:00,f
WO-1770967515003-h635a60tb,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder covers w/valves No.01,652.002.01,JOB-1768375698012-7xjbdpyvr,WO-652.002.01-2026-071,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,14-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,23-Feb-2026,OEM technician availability pending,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-07 00:00:00,2026-02-13 10:43:47.333255,f
WO-1770967515004-770aaot0p,7440571a-841a-11ed-aa7c-7003bca91a86,LO separator booster pumps No.02,712.013.02,JOB-1768375698847-a541d0mk2,WO-712.013.02-2026-145,Planned,,,"Gear Pump Parts, Inspection - 12M/8000H",3rd Engineer,14-Jan-2026,Completed,2026-01-30T00:00:00.000Z,,,Inspection,Calendar,12,Months,,f,,Chief Engineer,01-Feb-2026,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 7M-3 INSTRUCTION MANUAL FOR GEAR PUMPS;5303.pdf
Pdf Page No: 7,8
Chapter: 11 Inspection
Section: 11.1 Periodical Inspection

DESCRIPTION
===========
1. Line Bearing:
 - Check sliding surfaces for signs of wear and damage.
 - Measure inside diameter and take necessary steps according to manufacturer's standards.

2. Mechanical seal:
 - Check the condition of mating faces.

3. Shaft Sleeve:
 - Inspect contact points and surfaces facing packing and bearing for flaws.
 - Measure outside diameter and take necessary steps according to manufacturer's standards.

4. O -Ring:
 - Check for surface flaws and signs of deterioration, replace if deformed.

5. Safety Valve:
 - Adjust the discharge valve to increase discharge pressure and verify operation.

6. Shaft Coupling bolts and Rubber Bearings:
 - Inspect for wear and replace if abnormal points are found.

7. Foundation Bolts:
 - Check for tightness.",vessel,,,,,,,,,Engine,,t,,,,,,,,,23-Jan-2026,30-Jan-2026,,3rd Engineer,1,2,2.0,"Carried out Gear Pump Parts, Inspection - 12M/8000H. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,"Checks completed as per manufacturer guidelines for Gear Pump Parts, Inspection - 12M/8000H. Next service due as scheduled.",Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,calendar,2026-01-07 00:00:00,2026-01-30 00:00:00,f
WO-1770978832256-8p89vtj7j,7440571a-841a-11ed-aa7c-7003bca91a86,"ME pistons, piston rods No.03",601.004.03,JOB-1768375697375-cr8tdi34d,MKR-IN-00063-601.004.03-2026-331,Standard,,,"ME Piston And Rings, Inspection - 500H",Chief Engineer,18-Jan-2026,Active,,,Maintenance,Planned,Running Hours,500,Hours,,f,,,,,,,,Yes,Medium,,vessel,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,running_hours,2026-01-06 23:16:28.875,2026-02-13 10:34:07.108,f
WO-1770978832259-rf4o3qkjy,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.04,651.002.04,JOB-1768375697698-z6haq29k,MKR-IN-00080-651.002.04-2026-535,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,4th Engineer,13-Jan-2026,Overdue,,,Maintenance,Planned,Calendar,1,Months,,f,,,,,,,,No,Low,,vessel,,,,,,,,,,,t,,10-Mar-2026,Weather conditions not suitable for external work,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 19:13:48.872,2026-02-13 10:43:47.983536,f
WO-1770967515004-6j4wdxhqs,7440571a-841a-11ed-aa7c-7003bca91a86,Impressed current systems No.01,278.010.01,JOB-1768374783248-r2uv8ufaf,WO-278.010.01-2026-390,Planned,,,"Impressed Current Cathodic Protection (ICCP), Inspection - 1M",2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of the Impressed Current Cathodic Protection (ICCP) system to ensure effective corrosion protection of the vessel’s hull and appendages, proper system operation, and early detection of faults or abnormal conditions.",vessel,,,,,,,,,Engine,,t,,13-Mar-2026,Awaiting class surveyor attendance,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.28693,f
WO-1770967515003-qo5iif2j7,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.08,285.001.08,JOB-1768375696869-5sqfen2xp,WO-285.001.08-2026-009,Planned,,,Ballast Tanks Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of ballast tanks to ensure structural integrity, coating condition, corrosion protection, and operational readiness, and to identify any signs of leakage, corrosion, or contamination at an early stage.",vessel,,,,,,,,,Engine,,t,,02-Feb-2026,Sea state preventing safe access to equipment,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.923619,f
WO-1770967515003-579fj4ukx,7440571a-841a-11ed-aa7c-7003bca91a86,"ME connecting rods, crosshead, guides No.06",601.005.06,JOB-1768375697440-jtfr7vtfi,WO-601.005.06-2026-034,Planned,,,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Connecting Rods

Inspect connecting rods externally for cracks, deformation, or abnormal discoloration.

Check for oil leakage from big-end bearings and oil supply pipes.

Verify securing arrangements (nuts, locking devices) are intact.

2. Crosshead Assembly

Inspect crosshead pin area for abnormal noise, vibration, or overheating.

Check crosshead bearing lubrication and oil flow.

Monitor bearing temperatures and compare with previous records.

3. Guide Shoes & Guide Rails

Inspect guide shoes for uneven wear, scoring, or overheating marks.

Check guide rail surfaces for scratches, wear, or abnormal polishing.

Verify guide shoe clearance (as per maker’s limits where measurable).

4. Lubrication System

Confirm correct oil supply to crosshead and guide shoe lubrication points.

Check oil pressure and temperature for crosshead lube system.

Inspect lube oil filters related to crosshead system.

5. Performance & Trend Monitoring

Review vibration, noise, and temperature trends.

Compare cylinder-wise data for abnormal deviation.

Review lube oil analysis results (if applicable).",vessel,,,,,,,,,Engine,,t,,25-Feb-2026,OEM technician availability pending,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.212507,f
WO-1770967515003-29l10mw2f,7440571a-841a-11ed-aa7c-7003bca91a86,"ME connecting rods, crosshead, guides No.02",601.005.02,JOB-1768375697418-2fk1daqf0,WO-601.005.02-2026-029,Planned,,,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Connecting Rods

Inspect connecting rods externally for cracks, deformation, or abnormal discoloration.

Check for oil leakage from big-end bearings and oil supply pipes.

Verify securing arrangements (nuts, locking devices) are intact.

2. Crosshead Assembly

Inspect crosshead pin area for abnormal noise, vibration, or overheating.

Check crosshead bearing lubrication and oil flow.

Monitor bearing temperatures and compare with previous records.

3. Guide Shoes & Guide Rails

Inspect guide shoes for uneven wear, scoring, or overheating marks.

Check guide rail surfaces for scratches, wear, or abnormal polishing.

Verify guide shoe clearance (as per maker’s limits where measurable).

4. Lubrication System

Confirm correct oil supply to crosshead and guide shoe lubrication points.

Check oil pressure and temperature for crosshead lube system.

Inspect lube oil filters related to crosshead system.

5. Performance & Trend Monitoring

Review vibration, noise, and temperature trends.

Compare cylinder-wise data for abnormal deviation.

Review lube oil analysis results (if applicable).",vessel,,,,,,,,,Engine,,t,,29-Jan-2026,Awaiting next port call for shore-based maintenance support,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.209075,f
WO-1770967515003-qzjp8vrev,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.03,651.002.03,JOB-1768375697692-acj96mboz,WO-651.002.03-2026-052,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,17-Feb-2026,Awaiting class surveyor attendance,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.223966,f
WO-1770967515003-gspvoaikp,7440571a-841a-11ed-aa7c-7003bca91a86,"ME connecting rods, crosshead, guides No.01",601.005.01,JOB-1768375697413-w7rik62pb,WO-601.005.01-2026-028,Planned,,,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Connecting Rods

Inspect connecting rods externally for cracks, deformation, or abnormal discoloration.

Check for oil leakage from big-end bearings and oil supply pipes.

Verify securing arrangements (nuts, locking devices) are intact.

2. Crosshead Assembly

Inspect crosshead pin area for abnormal noise, vibration, or overheating.

Check crosshead bearing lubrication and oil flow.

Monitor bearing temperatures and compare with previous records.

3. Guide Shoes & Guide Rails

Inspect guide shoes for uneven wear, scoring, or overheating marks.

Check guide rail surfaces for scratches, wear, or abnormal polishing.

Verify guide shoe clearance (as per maker’s limits where measurable).

4. Lubrication System

Confirm correct oil supply to crosshead and guide shoe lubrication points.

Check oil pressure and temperature for crosshead lube system.

Inspect lube oil filters related to crosshead system.

5. Performance & Trend Monitoring

Review vibration, noise, and temperature trends.

Compare cylinder-wise data for abnormal deviation.

Review lube oil analysis results (if applicable).",vessel,,,,,,,,,Engine,,t,,22-Feb-2026,Pending receipt of replacement parts from maker,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.206097,f
WO-1770967515003-e3yfmddfc,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.10,285.001.10,JOB-1768375696881-rh3q9wjwg,WO-285.001.10-2026-011,Planned,,,Ballast Tanks Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out a routine monthly inspection of ballast tanks to ensure structural integrity, coating condition, corrosion protection, and operational readiness, and to identify any signs of leakage, corrosion, or contamination at an early stage.",vessel,,,,,,,,,Engine,,t,,03-Feb-2026,Spare parts awaiting delivery from supplier,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.952405,f
WO-1770967515003-x4sh835ts,7440571a-841a-11ed-aa7c-7003bca91a86,AE 3 AE cylinder covers w/valves No.06,653.002.06,JOB-1768375698290-0bv6y98vq,WO-653.002.06-2026-096,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,12-Mar-2026,Spare parts awaiting delivery from supplier,C/E Petrov,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.256039,f
WO-1770967515003-nmeh7u01d,7440571a-841a-11ed-aa7c-7003bca91a86,ME indicators No.06,601.066.06,JOB-1768375697662-ii0y0011s,WO-601.066.06-2026-045,Planned,,,Main Engine – Indicator Valves & Indicators Inspection - 1M,2nd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Indicator Valves

Inspect indicator valves for gas leakage, corrosion, or damage.

Check free movement of valve spindle and correct operation.

Ensure valve caps, safety chains, and blanking plugs are fitted and secure.

Confirm no leakage when valves are in closed position.

2. Indicator Cocks & Piping

Inspect indicator cocks, fittings, and connections for tightness.

Check condition of sealing surfaces and threads.

Verify no carbon build-up obstructing passages",vessel,,,,,,,,,Engine,,t,,09-Mar-2026,Pending receipt of replacement parts from maker,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:46.986628,f
WO-1770967515003-6tyd7qwyj,7440571a-841a-11ed-aa7c-7003bca91a86,AE 3 AE cylinder liners No.05,653.003.05,JOB-1768375698322-n02xu0jug,WO-653.003.05-2026-101,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,13-Feb-2026,Awaiting management authorization for major overhaul,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.259622,f
WO-1770967515004-bu35s8l2k,7440571a-841a-11ed-aa7c-7003bca91a86,DO separator booster pumps No.01,702.010.01,JOB-1768375698723-fjdrqdn8g,WO-702.010.01-2026-121,Planned,,,"Purifier Gear Pump, Visual Check - 1Y",3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Years,,f,,,,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 61, 83
Chapter: 3. Maintenance Inspection Procedures
Section: 3.4 Expendable parts replacement intervals
5. Periodic inspection chart

DESCRIPTION
===========
1. Replace the parts of Gear pump:
 - Oil seal.
 - Safety joint.
 - O ring .
2. Check the followings :
 - Check bush damage, wear.
 - Check gear tooth surface damage, wear.
 - Check drive gear, oil seal contact surface wear.
 - Check valve stem operating pressure.",vessel,,,,,,,,,Engine,,t,,04-Feb-2026,"Operational priority - vessel at sea, cannot shut down equipment",Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.275082,f
WO-1770967515004-xq32g1oay,7440571a-841a-11ed-aa7c-7003bca91a86,DO separator booster pumps No.02,702.010.02,JOB-1768375698742-6t75hjdb8,WO-702.010.02-2026-122,Planned,,,"Purifier Gear Pump, Visual Check - 1Y",3rd Engineer,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Years,,f,,,,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 61, 83
Chapter: 3. Maintenance Inspection Procedures
Section: 3.4 Expendable parts replacement intervals
5. Periodic inspection chart

DESCRIPTION
===========
1. Replace the parts of Gear pump:
 - Oil seal.
 - Safety joint.
 - O ring .
2. Check the followings :
 - Check bush damage, wear.
 - Check gear tooth surface damage, wear.
 - Check drive gear, oil seal contact surface wear.
 - Check valve stem operating pressure.",vessel,,,,,,,,,Engine,,t,,02-Feb-2026,Spare parts awaiting delivery from supplier,Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.279011,f
WO-1770967515003-d8b2uvw07,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.05,651.002.05,JOB-1768375697703-sabesr0ki,WO-651.002.05-2026-054,Planned,,,AE Cylinder Covers with Valves Inspection - 1M,3rd Engineer,18-Jan-2026,Completed,2026-01-19T00:00:00.000Z,,,Inspection,Calendar,1,Months,,f,,Chief Engineer,22-Jan-2026,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Cylinder Cover Condition

Inspect cylinder covers externally for cracks, corrosion, or hot spots.

Check for leakage of combustion gas, cooling water, or lube oil.

Verify tightness condition of cover securing nuts (visual check).

2. Cooling Water Passages

Check cooling water inlet and outlet connections for leakage.

Monitor jacket water temperature and pressure for each cylinder.

Look for abnormal temperature deviation between cylinders.

3. Valves (Inlet / Exhaust / Indicator / Starting if fitted)

Inspect exhaust valve area for gas leakage or overheating.

Check inlet valve area for abnormal noise or leakage.

Inspect indicator and starting valves for tightness and free operation.

Ensure valve caps and safety devices are properly fitted.",vessel,,,,,,,,,Engine,,t,,,,,,,,,16-Jan-2026,19-Jan-2026,,3rd Engineer,2,0.7,0.6,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,calendar,2026-01-06 00:00:00,2026-01-19 00:00:00,f
WO-1770967515004-ek1x22wl1,7440571a-841a-11ed-aa7c-7003bca91a86,LO separators No.01,712.011.01,JOB-1768375698754-924wtcd3n,WO-712.011.01-2026-124,Planned,,,"Purifier, Routine - 1W",3rd Engineer,16-Jan-2026,Completed,2026-01-14T00:00:00.000Z,,,Inspection,Calendar,1,Weeks,,f,,Chief Engineer,15-Jan-2026,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",vessel,,,,,,,,,Engine,,t,,,,,,,,,16-Jan-2026,14-Jan-2026,,3rd Engineer,1,1.4,1.5,"Carried out Purifier, Routine - 1W. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,"Equipment tested satisfactorily after completion of Purifier, Routine - 1W. No issues found.",Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,calendar,2026-01-06 00:00:00,2026-01-14 00:00:00,f
WO-1770967515004-a7qj2r920,7440571a-841a-11ed-aa7c-7003bca91a86,"El. Motor, Main SW cooling pumps No.02",721.801.02,JOB-1768375698934-et5sagyy7,WO-721.801.02-2026-155,Planned,,,Electric Motor Megger Test - 1M,Electrican,13-Jan-2026,Overdue,,,,Inspection,Calendar,1,Months,,f,,,,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
Carry out megger test",vessel,,,,,,,,,Engine,,t,,14-Feb-2026,"Component in continuous use, no standby available",Capt. Morrison,,,,,,,,,,,,,,,,,,,,,,,calendar,2026-01-06 00:00:00,2026-02-13 10:43:47.282939,f
